foeAgility,cunning,stability,dodging,volleyGroupID,groupSize,tApplied,dis2Last,dis2Cent,dis2Group,clicked,dodged
9,3,1,0,0,11,8,0.43740869929897747,0.43740869929897747,0.6747856207592196,0,0
9,3,1,0,0,11,9,0.4701890385646391,0.4701890385646391,0.7299794034322188,0,0
9,3,1,0,0,11,11,0.5529568200143747,0.5529568200143747,0.7689257537116305,0,0
9,3,1,0,0,11,9,0.4563026552724972,0.4563026552724972,0.5793534056950175,0,0
9,3,1,0,0,11,9,0.4781021195144136,0.4781021195144136,0.5945653191346532,0,0
9,3,1,0,0,11,11,0.6281183315243268,0.6281183315243268,0.8435758425410148,0,0
9,3,1,0,0,11,9,0.5294361321316897,0.5294361321316897,0.6686137664961438,0,0
9,3,1,0,0,11,8,0.43740869929897747,0.43740869929897747,0.6747856207592196,0,0
9,3,1,0,1,2,8,0.9303191473099108,0.4623478740834746,0.1344167384828541,1,0
9,3,1,0,1,2,9,0.9838768690538066,0.5308810731123978,0.1344167384828541,0,0
15,11,3,2,0,2,11,0.5234928118645953,0.5234928118645953,0.14848579198129427,1,0
15,11,3,2,0,2,9,0.3858690149566538,0.3858690149566538,0.14848579198129427,0,0
15,11,3,2,2,1,11,0.5887910072007781,0.3265669624535962,0,1,1
15,11,3,2,1,4,6,0.8099236883848145,0.5440804890561286,0.8653089038885721,1,0
15,11,3,2,1,4,11,0.5384517402251446,0.28541386861012247,0.5454240911748687,0,0
15,11,3,2,1,4,11,0.7031199797605773,0.4770299070437991,0.6680227730770577,0,0
15,11,3,2,1,4,11,0.10328794036924085,0.5369336822915615,0.7094463371425114,0,0
15,11,3,2,3,1,8,0.5146132203894959,0.3234262254706882,0,1,0
15,11,3,2,5,2,2,0.5921825635591094,0.34078164298633895,0.5575230285304156,1,1
15,11,3,2,5,2,11,0.13911182104339365,0.42316638541362056,0.5575230285304156,0,0
15,11,3,2,4,4,11,0.6265277104484601,0.5310119910410448,0.5537203925802928,1,0
15,11,3,2,4,4,11,0.5320296568886699,0.395813140207561,0.7605535928998258,0,0
15,11,3,2,4,4,4,0.4758579647506516,0.42592406427341606,0.468492641675809,0,0
15,11,3,2,4,4,9,0.0456027263152822,0.2928588665816616,0.5168412887888104,0,0
15,11,3,2,6,1,11,0.05395494783063075,0.321481201814627,0,1,0
15,11,3,2,9,2,11,0.8567466182702597,0.4605730254968417,0.06907449746018358,1,0
15,11,3,2,9,2,4,0.8113705112322772,0.41046285045489683,0.06907449746018358,0,0
15,11,3,2,7,1,11,0.4251400738883273,0.41589278345447306,0,0,0
15,11,3,2,8,1,11,0.014659787703422546,0.4029576482819132,0,0,0
5,7,5,5,0,2,6,0.3991593764344868,0.3991593764344868,0.8088425021826505,1,1
5,7,5,5,0,2,6,0.4096894965975347,0.4096894965975347,0.8088425021826505,0,0
5,7,5,5,1,3,6,0.4178424862141271,0.28372026295315494,0.3383803956025527,1,1
5,7,5,5,1,3,6,0.44318141614197853,0.39963605960244436,0.394764884098516,0,0
5,7,5,5,1,3,6,0.7978483815108527,0.39872861010713384,0.612216079747228,0,0
5,7,5,5,2,3,4,0.5381005892225652,0.33818301983475507,0.42732460623752655,1,1
5,7,5,5,2,3,6,0.4008186365440522,0.2644884420667951,0.39849848717240133,0,0
5,7,5,5,2,3,4,0.4534998315878572,0.3806202958190755,0.6738923982426606,0,0
8,9,7,4,0,2,6,0.1934506568599851,0.1934506568599851,0.45210761988262155,1,1
8,9,7,4,0,2,4,0.36394277866655955,0.36394277866655955,0.45210761988262155,0,0
8,9,7,4,1,2,4,0.5925075971060721,0.40595847066421087,0.4391889054944165,1,1
8,9,7,4,1,2,4,0.43847347294586103,0.3813762880927644,0.4391889054944165,0,0
8,9,7,4,2,4,4,0.4460049863583007,0.28690879911735045,0.6179400711278632,1,1
8,9,7,4,2,4,6,0.4633686949043291,0.3270979867379045,0.23557552711523325,0,0
8,9,7,4,2,4,4,0.5361273474119056,0.34597461649390837,0.26605379784349364,0,0
8,9,7,4,2,4,4,0.4685876745921443,0.3531479319397315,0.2471747409098003,0,0
8,9,7,4,3,1,4,0.1706252896853762,0.29840839751308273,0,1,1
5,6,5,2,0,1,6,0.4412744533378071,0.4412744533378071,0,1,1
5,6,5,2,1,11,2,0.8091215773531575,0.3777986591945554,0.5684524580278569,1,0
5,6,5,2,1,11,4,0.057091384785964004,0.38662382788984156,0.4541237285096568,0,0
5,6,5,2,1,11,6,0.17649203102678007,0.2668592058475639,0.4124537216680917,0,0
5,6,5,2,1,11,6,0.0044996401140548585,0.44512958649123935,0.4933180850078944,0,0
5,6,5,2,1,11,2,0.603980817399893,0.35009765186785674,0.5124174034103866,0,0
5,6,5,2,1,11,4,0.5246508389173065,0.29609475518905615,0.4652557117170174,0,0
5,6,5,2,1,11,6,0.9070505163663424,0.46839254205527364,0.6412091731784486,0,0
5,6,5,2,1,11,6,0.5972546576236082,0.40541253631455776,0.545317082103473,0,0
5,6,5,2,1,11,4,0.5210472919939709,0.2750599444293685,0.455432279394799,0,0
5,6,5,2,1,11,4,0.028514938939493223,0.41624666168224916,0.4716467471082681,0,0
5,6,5,2,1,11,2,0.673800784677387,0.4792600777532777,0.6025393327069255,0,0
10,11,3,4,0,3,4,0.5065288474233823,0.5065288474233823,0.3893102085696075,1,1
10,11,3,4,0,3,2,0.38826609107406607,0.38826609107406607,0.5876409605889705,0,0
10,11,3,4,0,3,1,0.5388700894283435,0.5388700894283435,0.3527041767900144,0,0
10,11,3,4,1,2,2,0.5609871116558245,0.34238657651323356,0.45705516761989456,1,1
10,11,3,4,1,2,4,0.8269060653003235,0.32591298012133485,0.45705516761989456,0,0
10,11,3,4,2,3,4,0.5124621447296435,0.3329668885930047,0.48862881786747264,1,1
10,11,3,4,2,3,1,0.647042681894702,0.5311061578840185,0.5871614125337755,0,0
10,11,3,4,2,3,4,0.5176190197805581,0.441853570541377,0.8733513225203313,0,0
10,11,3,4,3,1,4,0.49871457274941927,0.46700057647689214,0,1,1
10,11,3,4,4,1,2,0.12901698337094072,0.3535703046143784,0,1,1
7,4,0,0,0,3,1,0.6451856150852582,0.6451856150852582,1.0120233078436838,1,0
7,4,0,0,0,3,4,0.4802635649188109,0.4802635649188109,0.8796885259351215,0,0
7,4,0,0,0,3,2,0.6418232235412019,0.6418232235412019,0.783185324113213,0,0
7,4,0,0,1,2,4,0.17068376247568162,0.48084623194477866,0.2717008593749571,1,0
7,4,0,0,1,2,4,0.24025518777976948,0.5956190452165189,0.2717008593749571,0,0
7,4,0,0,2,3,4,0.7796969468773586,0.46811428283749373,0.07872731449400983,1,0
7,4,0,0,2,3,4,0.8478442059208868,0.5452478439542214,0.04225557129575596,0,0
7,4,0,0,2,3,4,0.8468527462650379,0.5481122157446853,0.04353285382801048,0,0
7,4,0,0,3,3,4,1.0624786416955658,0.5944651814965671,0.7969791251960979,1,0
7,4,0,0,3,3,4,0.5302229507101243,0.4519997950661736,0.480294331754224,0,0
7,4,0,0,3,3,1,0.540142964912717,0.3651333820796671,0.42622224113941765,0,0
7,4,0,0,4,6,2,0.8278177090932085,0.48129666302921925,0.5299805313400031,1,0
7,4,0,0,4,6,4,0.94360997411303,0.5457673757008678,0.5165259551603372,0,0
7,4,0,0,4,6,4,0.9204707457114041,0.4734536270406833,0.4700153243686092,0,0
7,4,0,0,4,6,2,0.7943505967257148,0.66868772832151,1.0529209559249963,0,0
7,4,0,0,4,6,4,1.1039122157579795,0.5094989913039822,0.5475445789459602,0,0
7,4,0,0,4,6,4,1.0101185199687805,0.41596339759364814,0.5166439535502791,0,0
7,4,0,0,5,2,4,0.018680318795868494,0.4771573177554748,0.5963618675378051,1,1
7,4,0,0,5,2,4,0.6131045276741665,0.4791216096626264,0.5963618675378051,0,0
8,10,6,6,0,3,4,0.35414098018787993,0.35414098018787993,0.3648782660931164,1,1
8,10,6,6,0,3,4,0.3714280363529474,0.3714280363529474,0.7225668090847096,0,0
8,10,6,6,0,3,4,0.3677760355243213,0.3677760355243213,0.3714485551680807,0,0
8,10,6,6,1,2,4,0.6156366877890946,0.40377067225078644,0.5647929597102187,1,1
8,10,6,6,1,2,4,0.0837072256319364,0.2724278197458299,0.5647929597102187,0,0
8,10,6,6,2,1,4,0.4595697596736542,0.3146661446706593,0,1,1
8,10,6,6,3,1,4,0.5885483936061391,0.2753784721527691,0,1,1
8,10,6,6,4,2,2,0.5561058388578035,0.39260508642226705,0.09602253419666504,1,1
8,10,6,6,4,2,4,0.5317798151509955,0.4168200025062849,0.09602253419666504,0,0
8,10,6,6,5,6,4,0.745311650308219,0.3557839511869287,0.5499297251523149,1,1
8,10,6,6,5,6,2,0.10921779757164296,0.3882503173375894,0.4239194896349436,0,0
8,10,6,6,5,6,2,0.04846380020583678,0.3930872201488745,0.42880928526347184,0,0
8,10,6,6,5,6,4,0.7188717205200515,0.3658881559033537,0.5637307623263869,0,0
8,10,6,6,5,6,1,0.5244968618291174,0.27546370394392244,0.4736184234562878,0,0
8,10,6,6,5,6,4,0.1072087284152555,0.2912717424031738,0.3834151263927594,0,0
8,10,6,6,6,3,4,0.5055880980230365,0.38478262839425204,0.3653618452019767,1,1
8,10,6,6,6,3,2,0.43357800072930197,0.1805280603085736,0.2672762667527893,0,0
8,10,6,6,6,3,4,0.6447920348451094,0.28937802723748146,0.41411352980553967,0,0
4,1,0,0,0,1,2,0.5513045122132255,0.5513045122132255,0,1,0
4,1,0,0,1,3,2,0.7825180361407331,0.5310870218887191,0.6632043155463542,1,0
4,1,0,0,1,3,2,0.9557744228427477,0.4057168718226736,0.4224390180583658,1,0
4,1,0,0,1,3,2,1.1689313596052826,0.6244723395136413,0.46679062303965657,0,0
