foeAgility,cunning,stability,dodging,volleyGroupID,groupSize,tApplied,dis2Last,dis2Cent,dis2Group,opacity,clicked,dodged
11,1,2,1,5,2,9,0.871951704,0.39840972,0.074046345,0.96,1,0
11,1,2,1,5,2,9,0.843411159,0.362926615,0.074046345,0.907,0,0
11,1,2,1,6,1,9,0.772050093,0.383708235,0,0.96,1,0
11,1,2,1,7,3,9,0.566837786,0.418960549,0.699404441,0.96,1,0
11,1,2,1,7,3,9,0.903318402,0.521703895,0.440481867,0.907,0,0
11,1,2,1,7,3,6,0.978702085,0.59697925,0.425991888,0.907,0,0
11,1,2,1,8,2,9,0.878518138,0.460472927,0.108741819,0.96,1,0
11,1,2,1,8,2,8,0.938946806,0.520997807,0.108741819,0.907,0,0
11,1,2,1,9,2,9,0.205924312,0.509229963,0.605769737,0.907,1,0
11,1,2,1,9,2,9,0.719483764,0.488237495,0.605769737,0.96,1,0
11,1,2,1,10,2,8,0.061460688,0.445880375,0.724164119,0.907,1,0
11,1,2,1,10,2,8,0.726784606,0.483747462,0.724164119,0.96,1,0
11,1,2,1,11,1,9,0.799008012,0.602256728,0,0.96,1,0
11,1,2,1,12,2,9,1.02511025,0.437743639,0.969441992,0.96,1,0
11,1,2,1,12,2,9,0.089062105,0.538315429,0.969441992,0.907,0,0
10,8,8,3,0,1,0,0.230218576,0.230218576,0,0.96,1,1
10,8,8,3,1,3,6,0.111987014,0.284579136,0.511406065,0.816,1,0
10,8,8,3,2,4,1,0.065773668,0.299770136,0.345288287,0.816,1,1
10,8,8,3,1,3,6,0.367739845,0.298638555,0.426590631,0.96,1,0
10,8,8,3,1,3,4,0.495017019,0.26637805,0.46266591,0.816,0,0
10,8,8,3,2,4,6,0.082223028,0.227806359,0.300002322,0.96,1,1
10,8,8,3,2,4,6,0.522092433,0.236668943,0.425539927,0.816,0,0
10,8,8,3,2,4,4,0.426360466,0.211260051,0.388194744,0.816,0,0
10,8,8,3,3,1,6,0.071562317,0.299366658,0,0.96,1,0
10,8,8,3,4,4,6,0.516329531,0.296404331,0.385010552,0.816,1,1
10,8,8,3,4,4,4,0.398992884,0.362499517,0.554465071,0.96,1,0
10,8,8,3,4,4,1,0.452529942,0.265398923,0.382378803,0.816,0,0
10,8,8,3,4,4,4,0.553711227,0.281563582,0.417599169,0.816,0,0
10,8,8,3,5,1,1,0.479019421,0.258585305,0,0.96,1,1
10,8,8,3,6,1,1,0.087913115,0.284676275,0,0.96,1,1
10,8,8,3,7,1,4,0.388644697,0.258275847,0,0.96,1,1
10,8,8,3,8,1,1,0.482878499,0.236696319,0,0.96,1,1
10,8,8,3,9,1,1,0.629099193,0.405322206,0,0.96,1,1
10,8,8,3,10,2,4,0.137091432,0.338142025,0.51293593,0.96,1,0
10,8,8,3,10,2,4,0.490639813,0.314887662,0.51293593,0.816,0,0
10,8,8,3,11,3,1,0.132559338,0.333854906,0.431945267,0.96,1,0
10,8,8,3,11,3,4,0.407852193,0.250068349,0.339220077,0.816,0,0
10,8,8,3,11,3,4,0.555534284,0.218520946,0.4549687,0.816,0,0
9,0,1,0,0,2,4,0.679259317,0.679259317,0.078092967,0.96,1,0
9,0,1,0,0,2,2,0.605481305,0.605481305,0.078092967,0.92,0,0
9,0,1,0,1,1,4,0.942404526,0.490540265,0,0.96,1,0
13,10,9,7,0,1,8,0.329746547,0.329746547,0,0.96,1,1
13,10,9,7,1,9,9,0.086270184,0.243899706,0.322439554,0.96,1,0
13,10,9,7,1,9,8,0.06929996,0.263499787,0.332949144,0.79,0,0
13,10,9,7,1,9,9,0.016815838,0.314200462,0.36774265,0.79,0,0
13,10,9,7,1,9,9,0.620009209,0.298939267,0.414287349,0.79,0,0
13,10,9,7,1,9,9,0.394444088,0.212384091,0.370308969,0.79,0,0
13,10,9,7,1,9,8,0.602471599,0.280773782,0.40114793,0.79,0,0
13,10,9,7,1,9,9,0.361379954,0.25289318,0.348747137,0.79,0,0
13,10,9,7,1,9,9,0.443446167,0.352351915,0.418445778,0.79,0,0
13,10,9,7,1,9,8,0.474598539,0.246385609,0.400172916,0.79,0,0
11,0,0,0,0,4,9,0.628377389,0.628377389,0.459220369,0.92,0,0
11,0,0,0,0,4,8,0.571219076,0.571219076,1.150005953,0.92,0,0
11,0,0,0,0,4,9,0.577109195,0.577109195,0.441981475,0.92,0,0
11,0,0,0,0,4,4,0.538663259,0.538663259,0.443029647,0.96,0,0
11,0,0,0,0,4,9,0.628377389,0.628377389,0.459220369,0.92,0,0
11,0,0,0,0,4,8,0.571219076,0.571219076,1.150005953,0.92,0,0
11,0,0,0,0,4,9,0.577109195,0.577109195,0.441981475,0.92,0,0
11,0,0,0,1,3,1,1.100589842,0.567854092,0.19704764,0.92,1,0
11,0,0,0,1,3,4,1.106824976,0.577081995,0.19944012,0.92,0,0
11,0,0,0,1,3,4,1.13003812,0.591423818,0.135089888,0.96,0,0
11,0,0,0,1,3,4,1.106824976,0.577081995,0.19944012,0.92,0,0
11,0,0,0,1,3,1,1.100589842,0.567854092,0.19704764,0.92,1,0
11,0,0,0,2,1,4,0.907859378,0.516588631,0,0.96,1,0
11,0,0,0,3,1,6,0.635792537,0.412954532,0,0.96,1,0
11,0,0,0,4,1,6,0.646534558,0.622040929,0,0.96,1,0
11,0,0,0,5,1,4,0.031602287,0.633158652,0,0.96,1,0
11,0,0,0,6,3,2,0.947449294,0.566230103,0.460649876,0.92,1,0
11,0,0,0,6,3,6,0.871759077,0.495176674,0.421777704,0.96,1,0
11,0,0,0,6,3,6,0.141597163,0.49192964,0.803341209,0.92,0,0
11,0,0,0,7,3,8,0.762834499,0.506600891,0.628805294,0.92,1,0
11,0,0,0,7,3,9,0.062947305,0.460979131,0.822122712,0.92,0,0
11,0,0,0,7,3,8,0.984196499,0.495847902,0.749280515,0.96,0,0
11,0,0,0,7,3,9,0.062947305,0.460979131,0.822122712,0.92,0,0
11,0,0,0,8,1,9,1.10458158,0.61946956,0,0.96,1,0
11,0,0,0,9,1,9,1.30163646,0.682486919,0,0.96,1,0
11,0,0,0,10,2,9,1.058276911,0.375790275,0.14880739,0.96,1,0
11,0,0,0,10,2,9,1.186860552,0.507889834,0.14880739,0.92,0,0
11,0,0,0,11,1,9,0.236385153,0.606546976,0,0.96,1,0
9,10,6,5,0,1,6,0.471740104,0.471740104,0,0.96,1,0
9,10,6,5,1,2,8,0.569850204,0.284736326,0.526223774,0.96,1,1
9,10,6,5,1,2,6,0.135534727,0.368570644,0.526223774,0.79,0,0
9,10,6,5,2,2,6,0.549352312,0.460456151,0.114692972,0.96,1,1
9,10,6,5,2,2,6,0.436385726,0.37991406,0.114692972,0.79,0,0
9,10,6,5,3,2,4,0.556991357,0.336117652,0.480027343,0.96,1,1
9,10,6,5,3,2,6,0.086289173,0.376583691,0.480027343,0.79,0,0
9,10,6,5,4,2,8,0.385067014,0.34731647,0.621149171,0.96,1,0
9,10,6,5,4,2,4,0.708383885,0.373769246,0.621149171,0.79,0,0
9,10,6,5,5,1,4,0.425097811,0.400272868,0,0.96,1,0
9,10,6,5,6,2,6,0.52361792,0.415833635,0.453473248,0.96,1,1
9,10,6,5,6,2,6,0.074467369,0.380777696,0.453473248,0.79,0,0
9,10,6,5,7,1,8,0.101466693,0.333660863,0,0.96,1,1
11,8,15,3,0,2,8,0.093026019,0.093026019,0.13385568,0.96,1,1
11,8,15,3,0,2,9,0.110639092,0.110639092,0.13385568,0.816,0,0
11,8,15,3,1,2,9,0.190109793,0.102277129,0.02982356,0.96,1,1
11,8,15,3,1,2,8,0.171127434,0.079434848,0.02982356,0.816,0,0
11,8,15,3,2,2,6,0.035688658,0.082141199,0.140966423,0.96,1,1
11,8,15,3,2,2,4,0.171066368,0.08002101,0.140966423,0.816,0,0
11,8,15,3,3,4,4,0.156585349,0.166468344,0.150561289,0.96,1,0
11,8,15,3,3,4,9,0.127106861,0.12407301,0.122042249,0.816,0,0
11,8,15,3,3,4,9,0.125566982,0.050507267,0.138062084,0.816,0,0
11,8,15,3,3,4,4,0.092346119,0.030254053,0.128176233,0.816,0,0
11,8,15,3,4,4,9,0.261650928,0.095945425,0.145458744,0.96,1,0
11,8,15,3,4,4,6,0.220624303,0.054748293,0.127819996,0.816,0,0
11,8,15,3,4,4,8,0.050372353,0.121625156,0.169061718,0.816,0,0
11,8,15,3,4,4,4,0.161594242,0.122527765,0.149861611,0.816,0,0
11,8,15,3,5,1,9,0.049160865,0.047020638,0,0.96,1,1
4,3,2,1,0,1,1,0.421958997,0.421958997,0,0.96,1,0
4,3,2,1,1,1,4,0.042986933,0.431847282,0,0.96,1,1
4,3,2,1,2,1,1,0.831339446,0.549272717,0,0.96,1,0
4,3,2,1,3,3,1,0.987209138,0.438319999,0.709244189,0.96,1,0
4,3,2,1,3,3,2,0.638223733,0.314370648,0.557489354,0.881,0,0
4,3,2,1,3,3,4,0.125422535,0.43429477,0.718112897,0.881,0,0
4,3,2,1,4,3,2,1.036887269,0.598957334,0.762368958,0.96,1,0
4,3,2,1,4,3,1,0.855961734,0.685999211,0.566166841,0.881,0,0
4,3,2,1,4,3,1,0.763139459,0.484880096,0.445814539,0.881,0,0
3,9,3,4,0,1,1,0.351723644,0.351723644,0,0.96,1,1
3,9,3,4,1,1,1,0.475092518,0.379892432,0,0.96,1,1
3,9,3,4,2,1,1,0.572393818,0.471514716,0,0.96,1,1
4,4,1,0,0,2,1,0.396993483,0.396993483,1.015917033,0.868,1,0
4,4,1,0,0,2,4,0.628251402,0.628251402,1.015917033,0.96,1,0
4,4,1,0,1,1,1,0.865333625,0.676326992,0,0.96,1,0
4,4,1,0,2,4,1,1.280551577,0.607110124,0.639920422,0.868,1,0
4,4,1,0,2,4,2,1.133581535,0.464008803,0.568989959,0.868,0,0
4,4,1,0,2,4,4,0.9430721,0.532932712,0.737564434,0.868,0,0
4,4,1,0,2,4,1,0.290008355,0.386367699,0.852738971,0.96,0,0
4,4,1,0,2,4,2,1.133581535,0.464008803,0.568989959,0.868,0,0
4,4,1,0,2,4,4,0.9430721,0.532932712,0.737564434,0.868,0,0
4,4,1,0,3,1,4,0.520165908,0.479516016,0,0.96,1,0
4,4,1,0,4,1,2,0.536558782,0.49933681,0,0.96,1,0
4,4,1,0,5,2,2,0.084443793,0.556972975,0.900582115,0.96,1,0
4,4,1,0,5,2,2,0.818946835,0.498812852,0.900582115,0.868,0,0
4,4,1,0,6,1,2,0.851219408,0.498277884,0,0.96,1,0
4,4,1,0,7,1,1,0.797654905,0.580118244,0,0.96,1,0
6,3,2,0,0,2,2,0.466345043,0.466345043,0.592836098,0.881,1,0
6,3,2,0,0,2,4,0.399295197,0.399295197,0.592836098,0.96,1,0
6,3,2,0,1,1,0,0.540271127,0.40456825,0,0.96,1,0
6,3,2,0,2,1,2,0.68643755,0.550761488,0,0.96,1,0
6,3,2,0,3,2,4,0.703925536,0.48960908,0.748030819,0.96,1,0
6,3,2,0,3,2,1,0.053708529,0.604013461,0.748030819,0.881,0,0
6,3,2,0,4,2,4,0.785668569,0.63186578,0.196700962,0.96,1,0
6,3,2,0,4,2,4,0.589119525,0.488166916,0.196700962,0.881,0,0
6,3,2,0,5,1,4,1.030930975,0.40660657,0,0.96,1,0
6,3,2,0,6,3,2,0.569426847,0.524590306,0.772011604,0.881,1,0
6,3,2,0,6,3,1,0.29921863,0.435307316,0.500182009,0.881,0,0
6,3,2,0,6,3,1,0.162566008,0.481996593,0.458349481,0.96,0,0
6,3,2,0,6,3,1,0.29921863,0.435307316,0.500182009,0.881,0,0
4,13,9,5,0,1,6,0.184008211,0.184008211,0,0.96,1,1
4,13,9,5,1,1,6,0.063010104,0.124427006,0,0.96,1,1
1,9,6,4,0,1,0,0.309178239,0.309178239,0,0.96,1,1
1,9,6,4,1,1,1,0.411664554,0.317527553,0,0.96,1,1
4,0,0,0,0,1,4,0.399062614,0.399062614,0,0.96,1,0
4,0,0,0,1,4,1,0.807832907,0.408946341,0.510101167,0.92,1,0
4,0,0,0,1,4,4,0.897965144,0.507487285,0.62515608,0.92,0,0
4,0,0,0,1,4,4,0.632475427,0.52600882,0.549793142,0.92,0,0
4,0,0,0,1,4,4,0.743626132,0.592912763,0.547554703,0.96,0,0
4,0,0,0,1,4,4,0.897965144,0.507487285,0.62515608,0.92,0,0
4,0,0,0,1,4,4,0.632475427,0.52600882,0.549793142,0.92,0,0
10,0,0,0,0,1,6,0.549628767,0.549628767,0,0.96,1,0
10,0,0,0,1,1,6,0.783132924,0.549693329,0,0.96,1,0
10,0,0,0,2,1,6,0.138509619,0.632559979,0,0.96,1,0
10,0,0,0,3,5,4,0.802185832,0.622468413,0.760785629,0.92,0,0
10,0,0,0,3,5,6,1.173574576,0.542208671,0.834930331,0.92,0,0
10,0,0,0,3,5,6,0.918490962,0.502426045,0.929459345,0.92,0,0
10,0,0,0,3,5,4,0.952734284,0.586870153,0.729482332,0.92,0,0
10,0,0,0,3,5,6,0.03427544,0.613384192,0.952028093,0.96,0,0
10,0,0,0,3,5,4,0.802185832,0.622468413,0.760785629,0.92,0,0
10,0,0,0,3,5,6,1.173574576,0.542208671,0.834930331,0.92,0,0
10,0,0,0,3,5,6,0.918490962,0.502426045,0.929459345,0.92,0,0
10,0,0,0,3,5,4,0.952734284,0.586870153,0.729482332,0.92,0,0
10,0,0,0,4,2,1,0.193818461,0.565864869,1.137632063,0.92,1,0
10,0,0,0,4,2,4,1.201131765,0.587774148,1.137632063,0.96,0,0
10,0,0,0,5,4,6,0.671863225,0.441477151,0.984265751,0.96,1,0
10,0,0,0,5,4,4,0.837257853,0.661185688,0.658747305,0.92,0,0
10,0,0,0,5,4,6,0.798893089,0.569128914,0.600028665,0.92,0,0
10,0,0,0,5,4,6,1.137606368,0.561926886,0.779056627,0.92,0,0
1,1,0,0,0,4,2,0.540245387,0.540245387,0.736135522,0.907,1,0
1,1,0,0,0,4,2,0.477481815,0.477481815,0.712789462,0.907,1,0
1,1,0,0,0,4,4,0.567595582,0.567595582,0.807929527,0.907,0,0
1,1,0,0,0,4,2,0.602593293,0.602593293,0.913034457,0.96,0,0
1,1,0,0,0,4,4,0.567595582,0.567595582,0.807929527,0.907,0,0
1,1,0,0,1,3,1,0.857632132,0.401541805,0.890685401,0.907,1,0
1,1,0,0,1,3,4,0.717546344,0.618178662,0.648814141,0.96,1,0
1,1,0,0,1,3,4,0.511775097,0.363554939,0.522068353,0.907,0,0
1,1,0,0,1,3,4,0.511775097,0.363554939,0.522068353,0.907,0,0
11,7,1,0,0,2,8,0.476153194,0.476153194,0.797129566,0.96,1,0
11,7,1,0,0,2,6,0.517160534,0.517160534,0.797129566,0.829,0,0
11,7,1,0,1,1,8,0.184484836,0.589409071,0,0.96,1,0
11,7,1,0,2,1,1,1.139690089,0.568288277,0,0.96,1,0
11,7,1,0,3,1,6,0.684053318,0.603185394,0,0.96,1,0
11,7,1,0,4,2,8,0.925361232,0.505065373,0.920598978,0.96,1,0
11,7,1,0,4,2,8,0.096473433,0.552032172,0.920598978,0.829,0,0
11,7,1,0,5,4,8,0.199395542,0.605238121,0.77528169,0.96,1,0
11,7,1,0,5,4,6,0.350930413,0.507593333,0.680143922,0.829,0,0
11,7,1,0,5,4,6,0.974932005,0.469867461,0.673893985,0.829,0,0
11,7,1,0,5,4,8,0.93492293,0.429968227,0.650612499,0.829,0,0
11,7,1,0,6,5,8,0.041027872,0.612230375,0.625086717,0.96,1,0
11,7,1,0,6,5,8,0.146555947,0.477108762,0.564578385,0.829,0,0
11,7,1,0,6,5,6,0.778499707,0.384247413,0.649607954,0.829,0,0
11,7,1,0,6,5,6,0.817263395,0.585904043,0.72562612,0.829,0,0
11,7,1,0,6,5,6,0.737852576,0.510783879,0.839116894,0.829,0,0
11,7,1,0,7,3,4,0.77315742,0.553250951,0.381807767,0.96,1,0
11,7,1,0,7,3,6,0.879157214,0.583050016,0.346111313,0.829,0,0
11,7,1,0,7,3,4,1.098648235,0.507667918,0.608167113,0.829,0,0
4,8,6,3,0,1,1,0.310988096,0.310988096,0,0.96,1,1
4,8,6,3,1,2,0,0.107980563,0.307957987,0.598443068,0.816,1,1
4,8,6,3,1,2,1,0.535015158,0.373857443,0.598443068,0.96,1,0
0,5,4,2,0,1,0,0.38024927,0.38024927,0,0.96,1,1
0,5,4,2,1,2,0,0.527424632,0.333210511,0.726080632,0.96,1,1
0,5,4,2,1,2,0,0.950634498,0.580402546,0.726080632,0.855,0,0
0,3,3,2,0,3,1,0.576369367,0.576369367,0.605008884,0.96,1,0
0,3,3,2,0,3,1,0.421101023,0.421101023,0.529847072,0.881,0,0
0,3,3,2,0,3,2,0.485850682,0.485850682,0.976682976,0.881,0,0
0,3,3,2,1,2,1,0.739690662,0.431132087,0.949344474,0.881,1,1
0,3,3,2,1,2,1,0.751179021,0.518213172,0.949344474,0.96,1,0
9,9,9,3,0,1,4,0.221779053,0.221779053,0,0.96,1,1
9,9,9,3,1,2,4,0.015716313,0.218573724,0.419357565,0.96,1,1
9,9,9,3,1,2,9,0.409425141,0.324483255,0.419357565,0.803,0,0
9,9,9,3,2,1,6,0.347839466,0.254204874,0,0.96,1,1
9,9,9,3,3,1,9,0.110904091,0.157234889,0,0.96,1,1
3,3,2,1,0,3,4,0.38652126,0.38652126,0.692845226,0.96,1,0
3,3,2,1,0,3,4,0.427516122,0.427516122,0.738751526,0.881,0,0
3,3,2,1,0,3,4,0.420091821,0.420091821,0.626394552,0.881,0,0
3,3,2,1,1,1,4,1.006940431,0.62500816,0,0.96,1,0
3,3,2,1,2,1,4,0.127960346,0.526040224,0,0.96,1,0
5,12,8,6,0,1,6,0.215156056,0.215156056,0,0.96,1,1
5,12,8,6,1,4,6,0.282924924,0.216959956,0.304296476,0.96,1,1
5,12,8,6,1,4,6,0.40921001,0.330754904,0.343237877,0.764,0,0
5,12,8,6,1,4,2,0.615481744,0.404701906,0.516476358,0.764,0,0
5,12,8,6,1,4,6,0.06718174,0.277010192,0.498542066,0.764,0,0
10,8,8,7,0,3,9,0.18203983,0.18203983,0.401139431,0.816,1,0
10,8,8,7,0,3,8,0.291907691,0.291907691,0.340913297,0.816,1,0
10,8,8,7,0,3,11,0.267077476,0.267077476,0.385544952,0.96,0,0
10,8,8,7,1,4,9,0.379216554,0.335391461,0.367632956,0.816,0,0
10,8,8,7,1,4,8,0.346958814,0.270565428,0.531157164,0.816,0,0
10,8,8,7,1,4,9,0.388167662,0.281767506,0.324111294,0.816,0,0
10,8,8,7,1,4,11,0.526897729,0.264060419,0.401444189,0.96,0,0
10,8,8,7,1,4,9,0.379216554,0.335391461,0.367632956,0.816,0,0
10,8,8,7,1,4,8,0.346958814,0.270565428,0.531157164,0.816,0,0
10,8,8,7,1,4,9,0.388167662,0.281767506,0.324111294,0.816,0,0
10,8,8,7,2,3,9,0.452711182,0.269750641,0.207104581,0.816,1,0
10,8,8,7,2,3,9,0.469517962,0.279825264,0.201291225,0.816,1,0
10,8,8,7,2,3,11,0.655826718,0.392777799,0.389473089,0.96,0,0
9,12,13,4,0,3,6,0.133357899,0.133357899,0.155956223,0.96,1,1
9,12,13,4,0,3,4,0.175114049,0.175114049,0.292785932,0.764,0,0
9,12,13,4,0,3,4,0.155928268,0.155928268,0.172052689,0.764,0,0
9,12,13,4,1,1,4,0.243875703,0.125134844,0,0.96,1,1
9,12,13,4,2,1,6,0.035133106,0.136048414,0,0.96,1,1
9,12,13,4,3,7,6,0.035515416,0.106942867,0.246157594,0.96,1,1
9,12,13,4,3,7,6,0.184194157,0.095021601,0.207343839,0.764,0,0
9,12,13,4,3,7,6,0.266686481,0.186952658,0.19891427,0.764,0,0
9,12,13,4,3,7,4,0.213755619,0.121059686,0.164409657,0.764,0,0
9,12,13,4,3,7,2,0.317778948,0.182178944,0.151903763,0.764,0,0
9,12,13,4,3,7,6,0.344791365,0.210118672,0.167498204,0.764,0,0
9,12,13,4,3,7,4,0.326773521,0.191234032,0.168776334,0.764,0,0
9,12,13,4,4,3,6,0.180352486,0.110846875,0.124477703,0.96,1,1
9,12,13,4,4,3,6,0.034193088,0.140822129,0.229371835,0.764,0,0
9,12,13,4,4,3,6,0.215039743,0.134799517,0.142205254,0.764,0,0
9,12,13,4,5,2,4,0.051015152,0.135713858,0.301553755,0.96,1,1
9,12,13,4,5,2,4,0.296659346,0.193887506,0.301553755,0.764,0,0
9,12,13,4,6,4,6,0.009107906,0.1347304,0.237630875,0.764,1,1
9,12,13,4,6,4,2,0.192804749,0.201852362,0.189350116,0.96,1,1
9,12,13,4,6,4,4,0.30557497,0.197766672,0.195981994,0.764,0,0
9,12,13,4,6,4,6,0.234217279,0.131949318,0.156047098,0.764,0,0
9,12,13,4,7,1,4,0.19593955,0.133227405,0,0.96,1,1
3,1,2,1,0,1,2,0.510429077,0.510429077,0,0.96,1,0
3,1,2,1,1,2,1,0.72813337,0.579852954,0.851491678,0.96,1,0
3,1,2,1,1,2,2,0.167376976,0.511368247,0.851491678,0.907,0,0
3,1,2,1,2,3,4,0.773777593,0.437453022,0.664199103,0.907,1,0
3,1,2,1,2,3,0,0.996494016,0.422505599,0.775604063,0.907,1,0
3,1,2,1,2,3,4,0.082160918,0.500768799,0.808247925,0.96,0,0
3,1,2,1,3,2,1,0.643686295,0.434383889,1.013878459,0.907,1,0
3,1,2,1,3,2,4,0.703849711,0.585896428,1.013878459,0.96,1,0
2,9,5,5,0,1,1,0.340930475,0.340930475,0,0.96,1,1
2,9,5,5,1,1,1,0.421608988,0.413163323,0,0.96,1,1
2,9,5,5,2,1,1,0.578227855,0.2601018,0,0.96,1,1
2,9,5,5,3,1,1,0.491832286,0.362752819,0,0.96,1,1
3,6,12,3,0,1,2,0.068170394,0.068170394,0,0.96,1,1
3,6,12,3,1,1,2,0.2215402,0.172636161,0,0.96,1,1
9,8,8,2,0,1,9,0.2851527,0.2851527,0,0.96,1,0
9,8,8,2,1,2,11,0.011484409,0.284366659,0.425637527,0.816,1,0
9,8,8,2,1,2,8,0.4181721,0.296012614,0.425637527,0.96,1,0
9,8,8,2,2,1,11,0.420567977,0.30860687,0,0.96,1,0
9,8,8,2,3,2,4,0.475881973,0.36925035,0.423238853,0.96,1,0
9,8,8,2,3,2,9,0.648266135,0.348747017,0.423238853,0.816,0,0
9,8,8,2,4,1,8,0.167499005,0.219938808,0,0.96,1,0
9,8,8,2,5,3,9,0.175468703,0.394906018,0.560227569,0.96,1,0
9,8,8,2,5,3,8,0.418358254,0.199615576,0.466491277,0.816,0,0
9,8,8,2,5,3,9,0.397783558,0.287567893,0.432945443,0.816,0,0
9,8,8,2,6,3,9,0.046614443,0.357779965,0.562675486,0.96,1,0
9,8,8,2,6,3,9,0.69226394,0.299332969,0.542129456,0.816,0,0
9,8,8,2,6,3,9,0.486762184,0.274886472,0.451899737,0.816,0,0
9,8,8,2,7,2,6,0.023401814,0.356812003,0.484663026,0.96,1,0
9,8,8,2,7,2,9,0.469642581,0.321164801,0.484663026,0.816,0,0
9,8,8,2,8,2,11,0.467108748,0.331355269,0.653298198,0.96,1,1
9,8,8,2,8,2,11,0.442247766,0.32693146,0.653298198,0.816,0,0
3,9,12,3,0,1,1,0.178678124,0.178678124,0,0.96,1,1
3,9,12,3,1,2,1,0.174430649,0.146213082,0.039954913,0.803,1,1
3,9,12,3,1,2,1,0.167924854,0.179089097,0.039954913,0.96,1,1
3,9,12,3,1,2,1,0.174430649,0.146213082,0.039954913,0.803,1,1
3,9,12,3,2,1,1,0.273575907,0.146149344,0,0.96,1,1
3,9,12,3,3,1,1,0.214008289,0.264353727,0,0.96,1,1
9,5,2,1,0,6,9,0.528734905,0.528734905,0.384536704,0.96,1,0
9,5,2,1,0,6,4,0.495936525,0.495936525,0.85027468,0.855,0,0
9,5,2,1,0,6,8,0.504673908,0.504673908,0.377056758,0.855,0,0
9,5,2,1,0,6,11,0.457673103,0.457673103,0.366767924,0.855,0,0
9,5,2,1,0,6,6,0.512562757,0.512562757,0.857490159,0.855,0,0
9,5,2,1,0,6,9,0.510808361,0.510808361,0.401910088,0.855,0,0
9,5,2,1,1,2,11,0.081557422,0.492447387,0.722126726,0.855,1,0
9,5,2,1,1,2,9,0.797385879,0.501305659,0.722126726,0.96,1,0
0,13,10,5,0,2,0,0.208416283,0.208416283,0.443497064,0.96,1,1
0,13,10,5,0,2,1,0.247609513,0.247609513,0.443497064,0.751,0,0
0,13,10,5,1,2,1,0.296740371,0.241601095,0.290841398,0.96,1,1
0,13,10,5,1,2,1,0.068145728,0.259150605,0.290841398,0.751,0,0
1,5,6,3,0,1,1,0.433130987,0.433130987,0,0.96,1,1
1,5,6,3,1,1,0,0.448946543,0.263856343,0,0.96,1,0
0,8,10,2,0,3,1,0.164969632,0.164969632,0.270124892,0.96,1,1
0,8,10,2,0,3,1,0.290261016,0.290261016,0.348648417,0.816,0,0
0,8,10,2,0,3,2,0.168460808,0.168460808,0.379840604,0.816,0,0
0,8,10,2,1,4,2,0.296131132,0.297394608,0.32124649,0.96,1,0
0,8,10,2,1,4,1,0.086419005,0.229209007,0.27330528,0.816,0,0
0,8,10,2,1,4,2,0.320693711,0.188005511,0.341322453,0.816,0,0
0,8,10,2,1,4,2,0.051651892,0.210922771,0.249919288,0.816,0,0
17,11,10,6,0,1,4,0.199045919,0.199045919,0,0.96,1,1
17,11,10,6,1,2,6,0.096818275,0.246057641,0.265334216,0.96,1,1
17,11,10,6,1,2,6,0.286711674,0.184960744,0.265334216,0.777,0,0
17,11,10,6,2,1,4,0.502986377,0.265363943,0,0.96,1,1
17,11,10,6,3,1,4,0.432439737,0.207892297,0,0.96,1,1
17,11,10,6,4,3,1,0.068212798,0.140344685,0.295103447,0.96,1,0
17,11,10,6,4,3,4,0.373294677,0.189211615,0.407793131,0.777,0,0
17,11,10,6,4,3,4,0.290345047,0.322120821,0.389755666,0.777,0,0
17,11,10,6,5,2,4,0.194060807,0.203581189,0.009492598,0.96,1,1
17,11,10,6,5,2,6,0.193731095,0.209540664,0.009492598,0.777,0,0
17,11,10,6,6,4,4,0.037687253,0.224257297,0.21720466,0.96,1,1
17,11,10,6,6,4,6,0.051881929,0.234529653,0.25967481,0.777,0,0
17,11,10,6,6,4,4,0.275016866,0.206864907,0.216140666,0.777,0,0
17,11,10,6,6,4,6,0.323202441,0.263425482,0.247076618,0.777,0,0
17,11,10,6,7,2,4,0.080575759,0.304746568,0.522219752,0.96,1,1
17,11,10,6,7,2,2,0.441645539,0.217896872,0.522219752,0.777,0,0
17,11,10,6,8,1,4,0.49102255,0.186764197,0,0.96,1,1
3,1,0,0,0,2,4,0.479137202,0.479137202,0.156603841,0.907,1,0
3,1,0,0,0,2,4,0.631441816,0.631441816,0.156603841,0.96,1,0
3,1,0,0,1,1,4,0.815541438,0.66322923,0,0.96,1,0
3,1,0,0,2,2,4,0.596932199,0.578539679,0.694256805,0.96,1,0
3,1,0,0,2,2,1,0.129783666,0.653914288,0.694256805,0.907,0,0
3,1,0,0,3,3,1,0.215896358,0.681516987,1.052315577,0.907,1,0
3,1,0,0,3,3,4,1.071662895,0.528746829,1.053907428,0.907,0,0
3,1,0,0,3,3,1,0.684776597,0.737524413,0.902262416,0.96,0,0
3,1,0,0,3,3,4,1.071662895,0.528746829,1.053907428,0.907,0,0
3,1,0,0,4,2,2,0.073575324,0.714430842,0.84418378,0.907,1,0
3,1,0,0,4,2,1,0.905285963,0.537773803,0.84418378,0.96,1,0
3,1,0,0,5,11,1,0.76445205,0.536424569,0.729208769,0.907,0,0
3,1,0,0,5,11,1,0.722085509,0.606017016,0.786622088,0.907,0,0
3,1,0,0,5,11,4,0.784969393,0.523385271,0.672501148,0.907,0,0
3,1,0,0,5,11,4,0.824503,0.460964399,0.652646367,0.907,0,0
3,1,0,0,5,11,4,1.162895183,0.627049259,0.810432559,0.907,0,0
