foeAgility,cunning,stability,dodging,volleyGroupID,groupSize,tApplied,dis2Last,dis2Cent,dis2Group,opacity,clicked,dodged
4,4,3,2,2,2,1,0.218676362,0.50679824,0.109371599,0.96,1,0
4,4,3,2,3,3,2,0.188087779,0.323976235,0.052258554,0.96,1,0
4,4,3,2,3,3,1,0.216431207,0.310583949,0.031907972,0.868,0,0
4,4,3,2,3,3,1,0.232171429,0.30797903,0.043354954,0.868,0,0
15,3,15,5,0,2,4,0.106488142,0.106488142,0.103293068,0.881,1,1
15,3,15,5,0,2,4,0.124183236,0.124183236,0.103293068,0.96,1,0
15,3,15,5,1,1,6,0.144138038,0.114908248,0,0.96,1,1
15,3,15,5,2,2,9,0.132473656,0.051028651,0.153133196,0.881,1,1
15,3,15,5,2,2,9,0.126037326,0.10272489,0.153133196,0.96,1,0
15,3,15,5,3,1,11,0.004960049,0.098115394,0,0.96,1,0
15,3,15,5,4,1,11,0.159887664,0.061951739,0,0.96,1,0
15,3,15,5,5,2,8,0.101764509,0.07816483,0.183096562,0.881,1,1
15,3,15,5,5,2,4,0.128556865,0.105516254,0.183096562,0.96,1,0
15,3,15,5,6,2,6,0.156885309,0.066906207,0.092102983,0.881,1,0
15,3,15,5,7,1,6,0.027579925,0.138588384,0,0.96,1,1
15,3,15,5,6,2,11,0.129889675,0.111020039,0.092102983,0.96,0,0
15,3,15,5,8,3,6,0.148311155,0.107113712,0.122394465,0.96,1,0
15,3,15,5,8,3,4,0.177616944,0.039188421,0.06775865,0.881,0,0
15,3,15,5,8,3,6,0.190779267,0.05298744,0.069191388,0.881,0,0
15,3,15,5,9,1,8,0.143525356,0.139815393,0,0.96,1,0
15,3,15,5,10,1,6,0.142519055,0.092770243,0,0.96,1,0
15,3,15,5,11,3,4,0.130955897,0.057899566,0.02814732,0.96,1,1
15,3,15,5,11,3,6,0.149504348,0.075229332,0.019956422,0.881,0,0
15,3,15,5,11,3,11,0.163595251,0.095218082,0.029224268,0.881,0,0
15,3,15,5,12,1,11,0.137410126,0.109249031,0,0.96,1,0
15,3,15,5,13,2,1,0.050423012,0.116778801,0.051726004,0.96,1,1
15,3,15,5,13,2,11,0.007892472,0.10147266,0.051726004,0.881,0,0
15,3,15,5,14,2,8,0.042757366,0.08043443,0.142663978,0.96,1,1
15,3,15,5,14,2,9,0.185288397,0.088204936,0.142663978,0.881,0,0
15,3,15,5,15,1,9,0.153979841,0.077373457,0,0.96,1,1
15,3,15,5,16,3,6,0.163280148,0.08945695,0.164021626,0.96,1,0
15,3,15,5,16,3,9,0.046242876,0.12067112,0.16863763,0.881,0,0
15,3,15,5,16,3,11,0.126481952,0.113897549,0.131187253,0.881,0,0
3,1,0,0,0,2,1,0.457360769,0.457360769,0.142962088,0.907,1,0
3,1,0,0,0,2,1,0.555289706,0.555289706,0.142962088,0.96,1,0
3,1,0,0,1,1,1,0.824337213,0.30184738,0,0.96,1,0
3,1,0,0,2,2,1,0.628870732,0.447177628,0.936541867,0.907,1,0
3,1,0,0,2,2,1,0.605756137,0.512388336,0.936541867,0.96,1,0
3,1,0,0,3,3,1,0.831512209,0.518954209,1.01321658,0.907,1,0
3,1,0,0,3,3,1,0.639924516,0.494058334,0.511928965,0.907,1,0
3,1,0,0,3,3,1,0.651711517,0.498365495,0.513710856,0.96,1,0
3,1,0,0,3,3,1,0.639924516,0.494058334,0.511928965,0.907,1,0
11,1,2,1,0,1,4,0.442896628,0.442896628,0,0.96,1,0
11,1,2,1,1,3,8,0.819417256,0.376524014,0.744523242,0.907,1,0
11,1,2,1,1,3,9,0.526087016,0.482040618,0.664341131,0.907,0,0
11,1,2,1,1,3,8,0.138186357,0.414104628,0.700919799,0.96,0,0
11,1,2,1,1,3,9,0.526087016,0.482040618,0.664341131,0.907,0,0
11,1,2,1,2,1,9,0.851710071,0.437928651,0,0.96,1,0
11,1,2,1,3,1,6,0.668134175,0.376686319,0,0.96,1,0
11,1,2,1,4,1,8,0.640028587,0.481506474,0,0.96,1,0
